Area,"A00-R99,U00-Y89 All causes, all ages",F10-F19 Mental and behavioural disorders due to psychoactive substance use,G31.2 Degeneration of nervous system due to alcohol,G62.0 Drug-induced polyneuropathy,G62.1 Alcoholic polyneuropathy,G62.2 Polyneuropathy due to other toxic agents,G72.0 Drug-induced myopathy,G72.1 Alcoholic myopathy,G72.2 Myopathy due to other toxic agents,I42.6 Alcoholic cardiomyopathy,I42.7 Cardiomyopathy due to drugs and other external agents,K29.2 Alcoholic gastritis,K70 Alcoholic liver disease,"K73 Chronic hepatitis, not elsewhere classified",K74 Fibrosis and cirrhosis of liver,K74.2 Hepatic fibrosis with hepatic sclerosis,K85.2 Alcohol-induced acute pancreatitis,K86.0 Alcohol-induced chronic pancreatitis,"R78 Findings of drugs and other substances, not normally found in blood",X40-X49 Accidental poisoning by and exposure to noxious substances,X60-X84 Intentional self-harm,X85-Y09 Assault,"Y15 Poisoning by and exposure to alcohol, undetermined intent"
ladu:Wokingham,1363,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,8,14,0,0
ladu:Buckinghamshire,4776,12,0,0,0,0,0,0,0,0,0,0,42,0,9,0,0,0,0,15,49,0,0
ladu:Eastbourne,1355,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,12,10,0,0
ladu:Hastings,1090,5,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,16,18,0,0
ladu:Lewes,1199,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,7,0,0
ladu:Rother,1479,5,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,5,9,0,0
ladu:Wealden,1874,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,7,9,0,0
ladu:Basingstoke and Deane,1475,5,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,0,0,5,10,0,0
ladu:East Hampshire,1295,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,11,0,0
ladu:Eastleigh,1255,5,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,7,12,0,0
ladu:Fareham,1278,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,0,0
ladu:Gosport,895,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,6,0,0
ladu:Hart,820,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,7,0,0
ladu:Havant,1551,5,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,7,12,0,0
ladu:New Forest,2382,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0,0,11,14,0,0
ladu:Rushmoor,727,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,9,0,0
ladu:Test Valley,1248,5,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,5,15,0,0
ladu:Winchester,1132,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,7,12,0,0
ladu:Ashford,1224,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,10,14,0,0
ladu:Canterbury,1710,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,15,15,0,0
ladu:Dartford,900,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,12,0,0
ladu:Dover,1419,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,10,16,0,0
ladu:Gravesham,970,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,5,11,0,0
ladu:Maidstone,1709,5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,10,15,0,0
ladu:Sevenoaks,1174,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,5,6,0,0
ladu:Folkestone and Hythe,1493,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,8,12,0,0
ladu:Swale,1515,5,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,9,20,0,0
ladu:Thanet,1825,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,11,14,0,0
ladu:Tonbridge and Malling,1235,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,5,16,0,0
ladu:Tunbridge Wells,1133,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,10,0,0
ladu:Cherwell,1355,5,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,9,16,0,0
ladu:Oxford,943,5,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,14,8,0,0
ladu:South Oxfordshire,1324,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,5,8,0,0
ladu:Vale of White Horse,1225,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,6,7,0,0
ladu:West Oxfordshire,1178,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,14,0,0
ladu:Elmbridge,1171,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,6,5,0,0
ladu:Epsom and Ewell,622,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0
ladu:Guildford,1158,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,12,0,0
ladu:Mole Valley,920,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,6,0,0
ladu:Reigate and Banstead,1316,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,6,9,0,0
ladu:Runnymede,848,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,5,0,0
ladu:Spelthorne,921,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,5,0,0
ladu:Surrey Heath,906,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0
ladu:Tandridge,855,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,5,0,0
ladu:Waverley,1351,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,5,8,0,0
ladu:Woking,851,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,5,13,0,0
ladu:Adur,733,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,5,0,0
ladu:Arun,2362,5,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,0,0,14,17,0,0
ladu:Chichester,1628,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,5,12,5,0
ladu:Crawley,780,5,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,5,10,0,0
ladu:Horsham,1467,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,5,18,0,0
ladu:Mid Sussex,1542,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,9,17,0,0
ladu:Worthing,1348,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,7,7,0,0
ladu:Bath and North East Somerset,1821,5,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,8,9,0,0
"ladu:Bristol, City of",3606,8,0,0,0,0,0,0,0,0,0,0,47,0,12,0,0,0,0,40,52,0,0
ladu:Cornwall,6948,7,0,0,0,0,0,0,0,0,0,0,51,0,26,0,0,0,0,40,77,0,0
ladu:Isles of Scilly,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladu:North Somerset,2567,5,0,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,10,16,0,0
ladu:Plymouth,2729,5,0,0,0,0,0,0,0,0,0,0,36,0,8,0,0,0,0,31,18,0,0
ladu:South Gloucestershire,2649,5,0,0,0,0,0,0,0,0,0,0,23,0,12,0,0,0,0,9,23,0,0
ladu:Swindon,1982,5,0,0,0,0,0,0,0,0,0,0,22,0,11,0,0,0,0,12,16,0,0
ladu:Torbay,1961,5,0,0,0,0,0,0,0,0,0,0,27,0,9,0,0,0,0,10,18,0,0
ladu:Wiltshire,5206,9,0,0,0,0,0,0,0,0,0,0,45,0,15,0,0,0,0,12,40,0,0
ladu:East Devon,2018,5,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,6,18,0,0
ladu:Exeter,1156,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,21,16,0,0
ladu:Mid Devon,917,5,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,10,0,0
ladu:North Devon,1273,5,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,11,15,0,0
ladu:South Hams,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0
ladu:Teignbridge,1690,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,6,13,0,0
ladu:Torridge,856,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,6,10,0,0
ladu:West Devon,714,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,8,0,0
"ladu:Bournemouth, Christchurch and Poole",4594,14,0,0,0,0,0,0,0,0,0,0,44,0,17,0,0,0,0,44,61,0,0
ladu:Dorset,4956,9,0,0,0,0,0,0,0,0,0,0,34,0,10,0,0,0,0,22,31,0,0
ladu:Cheltenham,1219,5,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,7,10,0,0
ladu:Cotswold,1090,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,6,0,0
ladu:Forest of Dean,1042,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,12,0,0
ladu:Gloucester,1367,5,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,12,9,0,0
ladu:Stroud,1330,5,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,15,0,0
ladu:Tewkesbury,990,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,6,0,0
ladu:Mendip,1269,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,5,11,0,0
ladu:Sedgemoor,1479,5,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,7,12,0,0
ladu:South Somerset,2054,6,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,0,9,13,0,0
ladu:Somerset West and Taunton,2016,6,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,8,7,0,0
ladu:Isle of Anglesey,899,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,5,8,0,0
ladu:Gwynedd,1386,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,14,0,0
ladu:Conwy,1661,5,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,9,10,0,0
ladu:Denbighshire,1360,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,5,7,0,0
ladu:Flintshire,1724,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,5,15,0,0
ladu:Wrexham,1521,0,0,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,0,12,16,0,0
ladu:Powys,1717,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,17,0,0
ladu:Ceredigion,890,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,5,6,0,0
ladu:Pembrokeshire,1636,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,8,25,5,0
ladu:Carmarthenshire,2490,5,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,0,0,12,13,0,0
ladu:Swansea,2789,5,0,0,0,0,0,0,0,0,0,0,37,0,10,0,0,0,0,49,21,0,0
ladu:Neath Port Talbot,1707,5,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,23,16,0,0
ladu:Bridgend,1576,5,0,0,0,0,0,0,0,0,0,0,23,0,8,0,0,0,0,15,8,0,0
ladu:Vale of Glamorgan,1313,5,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,9,5,0,0
ladu:Cardiff,2884,5,0,0,0,0,0,0,0,0,0,0,36,0,12,0,0,0,0,17,23,0,0
ladu:Rhondda Cynon Taff,2521,5,0,0,0,0,0,0,0,0,0,0,38,0,7,0,0,0,0,19,11,0,0
ladu:Merthyr Tydfil,696,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,5,0,0
ladu:Caerphilly,2108,0,0,0,0,0,0,0,0,5,0,0,30,0,7,0,0,0,0,32,28,5,0
ladu:Blaenau Gwent,873,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,7,7,0,0
ladu:Torfaen,1136,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,6,6,0,0
ladu:Monmouthshire,1178,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,5,15,0,0
ladu:Newport,1629,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,17,20,5,0
