Area,"A00-R99,U00-Y89 All causes, all ages",F10-F19 Mental and behavioural disorders due to psychoactive substance use,G31.2 Degeneration of nervous system due to alcohol,G62.0 Drug-induced polyneuropathy,G62.1 Alcoholic polyneuropathy,G62.2 Polyneuropathy due to other toxic agents,G72.0 Drug-induced myopathy,G72.1 Alcoholic myopathy,G72.2 Myopathy due to other toxic agents,I42.6 Alcoholic cardiomyopathy,I42.7 Cardiomyopathy due to drugs and other external agents,K29.2 Alcoholic gastritis,K70 Alcoholic liver disease,"K73 Chronic hepatitis, not elsewhere classified",K74 Fibrosis and cirrhosis of liver,K74.2 Hepatic fibrosis with hepatic sclerosis,K85.2 Alcohol-induced acute pancreatitis,K86.0 Alcohol-induced chronic pancreatitis,"R78 Findings of drugs and other substances, not normally found in blood",X40-X49 Accidental poisoning by and exposure to noxious substances,X60-X84 Intentional self-harm,X85-Y09 Assault,"Y15 Poisoning by and exposure to alcohol, undetermined intent"
ladu:Wokingham,1289,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,7,5,0,0
ladu:Buckinghamshire,4970,5,0,0,0,0,0,0,0,0,0,0,47,0,18,0,0,0,0,16,44,0,0
ladu:Eastbourne,1464,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,18,15,0,0
ladu:Hastings,1171,5,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,13,7,0,0
ladu:Lewes,1277,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,7,10,0,0
ladu:Rother,1530,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,9,6,0,0
ladu:Wealden,2008,5,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,5,16,0,0
ladu:Basingstoke and Deane,1523,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,9,7,0,0
ladu:East Hampshire,1199,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,0
ladu:Eastleigh,1245,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,7,0,0
ladu:Fareham,1325,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,9,0,0
ladu:Gosport,925,5,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,5,7,0,0
ladu:Hart,760,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0
ladu:Havant,1492,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,10,11,0,0
ladu:New Forest,2264,7,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,6,14,0,0
ladu:Rushmoor,842,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,11,7,0,0
ladu:Test Valley,1283,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,5,12,0,0
ladu:Winchester,1128,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,6,12,0,0
ladu:Ashford,1252,5,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,9,15,0,0
ladu:Canterbury,1821,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,11,14,0,0
ladu:Dartford,958,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,5,0,0,0
ladu:Dover,1468,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,12,8,0,0
ladu:Gravesham,1098,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,8,0,0
ladu:Maidstone,1678,5,0,0,0,0,0,0,0,5,0,0,9,0,6,0,0,0,0,10,15,0,0
ladu:Sevenoaks,1296,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,5,15,0,0
ladu:Folkestone and Hythe,1403,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,9,8,0,0
ladu:Swale,1534,7,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,0,0,11,17,0,0
ladu:Thanet,1796,6,0,0,0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,13,13,0,0
ladu:Tonbridge and Malling,1185,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,12,0,0
ladu:Tunbridge Wells,1114,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,8,0,0
ladu:Cherwell,1396,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,8,15,0,0
ladu:Oxford,987,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,6,8,0,0
ladu:South Oxfordshire,1285,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,7,12,0,0
ladu:Vale of White Horse,1197,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,17,0,0
ladu:West Oxfordshire,1066,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,5,9,0,0
ladu:Elmbridge,1179,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,5,8,0,0
ladu:Epsom and Ewell,709,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0
ladu:Guildford,1113,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,11,8,0,0
ladu:Mole Valley,943,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,11,0,0
ladu:Reigate and Banstead,1367,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,11,13,0,0
ladu:Runnymede,823,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,5,0,0
ladu:Spelthorne,969,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,6,6,0,0
ladu:Surrey Heath,906,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,6,0,0
ladu:Tandridge,904,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0
ladu:Waverley,1322,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,7,7,0,0
ladu:Woking,812,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,7,5,0,0
ladu:Adur,735,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,5,0,0
ladu:Arun,2411,5,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0,0,10,11,0,0
ladu:Chichester,1624,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,5,13,0,0
ladu:Crawley,842,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,14,0,0
ladu:Horsham,1386,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,7,14,0,0
ladu:Mid Sussex,1478,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,5,17,0,0
ladu:Worthing,1478,0,0,0,0,0,0,0,0,0,0,0,17,0,9,0,0,0,0,10,11,0,0
ladu:Bath and North East Somerset,1762,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,16,0,0
"ladu:Bristol, City of",3623,12,0,0,0,0,0,0,0,0,0,0,41,0,8,0,0,0,0,44,36,0,0
ladu:Cornwall,6865,5,0,0,0,0,0,0,0,0,0,0,71,0,18,0,0,0,0,48,70,5,0
ladu:Isles of Scilly,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladu:North Somerset,2435,12,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,13,13,0,0
ladu:Plymouth,2702,5,0,0,0,0,0,0,0,0,0,0,28,0,7,0,0,0,0,42,23,0,0
ladu:South Gloucestershire,2420,5,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,6,18,0,0
ladu:Swindon,1865,0,0,0,0,0,0,0,0,0,0,0,28,0,8,0,0,0,0,8,24,0,0
ladu:Torbay,1928,5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,15,17,0,0
ladu:Wiltshire,5141,5,0,0,0,0,0,0,0,0,0,0,29,0,10,0,0,0,0,14,53,0,0
ladu:East Devon,1927,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,5,19,0,0
ladu:Exeter,1116,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,16,11,0,0
ladu:Mid Devon,843,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,10,0,0
ladu:North Devon,1096,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,5,9,0,0
ladu:South Hams,969,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,0,0
ladu:Teignbridge,1666,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,5,13,0,0
ladu:Torridge,813,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,6,0,0
ladu:West Devon,739,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,11,0,0
"ladu:Bournemouth, Christchurch and Poole",4766,5,0,0,0,0,0,0,0,0,0,0,43,0,12,0,0,0,0,34,40,0,0
ladu:Dorset,5025,6,0,0,0,0,0,0,0,0,0,0,34,0,16,0,0,0,0,36,39,0,0
ladu:Cheltenham,1189,5,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,10,7,0,0
ladu:Cotswold,1033,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,6,12,0,0
ladu:Forest of Dean,997,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,14,0,0
ladu:Gloucester,1273,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,17,12,0,0
ladu:Stroud,1267,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,5,12,0,0
ladu:Tewkesbury,953,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,5,0,0
ladu:Mendip,1271,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,13,0,0
ladu:Sedgemoor,1475,5,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,12,16,0,0
ladu:South Somerset,1999,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,8,19,0,0
ladu:Somerset West and Taunton,2067,5,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,10,20,0,0
ladu:Isle of Anglesey,910,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,7,0,0
ladu:Gwynedd,1368,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,8,15,0,0
ladu:Conwy,1625,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,10,11,0,0
ladu:Denbighshire,1341,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,7,11,0,0
ladu:Flintshire,1646,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0,11,10,0,0
ladu:Wrexham,1629,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,14,21,0,0
ladu:Powys,1770,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,6,19,0,0
ladu:Ceredigion,838,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0
ladu:Pembrokeshire,1582,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,19,8,0,0
ladu:Carmarthenshire,2592,0,0,0,0,0,0,0,0,0,0,0,27,0,13,0,0,0,0,19,12,0,0
ladu:Swansea,2747,0,0,0,0,0,0,0,0,0,0,0,37,0,12,0,0,0,0,38,28,0,0
ladu:Neath Port Talbot,1839,5,0,0,0,0,0,0,0,0,0,0,26,0,11,0,0,0,0,24,9,0,0
ladu:Bridgend,1717,5,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,16,15,0,0
ladu:Vale of Glamorgan,1467,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,5,15,0,0
ladu:Cardiff,3039,7,0,0,0,0,0,0,0,0,0,0,31,0,11,0,0,0,0,33,20,0,0
ladu:Rhondda Cynon Taff,2713,7,0,0,0,0,0,0,0,0,0,0,39,0,9,0,0,0,0,28,26,0,0
ladu:Merthyr Tydfil,696,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,9,0,0
ladu:Caerphilly,2011,0,0,0,0,0,0,0,0,0,0,0,28,0,17,0,0,0,0,15,17,0,0
ladu:Blaenau Gwent,895,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,5,12,0,0
ladu:Torfaen,1043,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,5,7,0,0
ladu:Monmouthshire,1114,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,5,5,0,0
ladu:Newport,1553,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,13,13,0,0
